,label_0,freq_0,label_1,freq_1,label_2,freq_2,label_3,freq_3,label_4,freq_4,label_5,freq_5
10,"('Emittance preservation of an electron beam in a loaded quasi-linear plasma wakefield', 'Case Studies on Plasma Wakefield Accelerator Design', 'To the Acceleration of Charged Particles with Travelling Laser Focus', 'Efficiency versus instability in plasma accelerators')",6.0,"('Robustness against the channel effect in pathological voice detection', 'Binaural Source Localization based on Modulation-Domain Features and Decision Pooling', 'Modality Attention for End-to-End Audio-visual Speech Recognition', 'Listen to Your Face: Inferring Facial Action Units from Audio Channel')",8,"('On M-functions associated with modular forms', 'Large sums of Hecke eigenvalues of holomorphic cusp forms')",6.0,"('Learning Policy Representations in Multiagent Systems', 'CM3: Cooperative Multi-goal Multi-stage Multi-agent Reinforcement Learning', 'A Multi-Objective Deep Reinforcement Learning Framework', 'Deep Reinforcement Learning based Optimal Control of Hot Water Systems')",8.0,"('FRET-based nanocommunication with luciferase and channelrhodopsin molecules for in-body medical systems', 'Communication via FRET in Nanonetworks of Mobile Proteins')",7.0,"('An Expanded Local Variance Gamma model', 'Affine forward variance models', 'Calibration for Weak Variance-Alpha-Gamma Processes', 'Affine processes under parameter uncertainty')",7.0
11,"('Axiomatic quantum mechanics: Necessity and benefits for the physics studies', ""Bohm's approach to quantum mechanics: Alternative theory or practical picture?"")",6.0,"('Cyber Risk Analysis of Combined Data Attacks Against Power System State Estimation', 'Smart Grids Data Analysis: A Systematic Mapping Study', 'Dynamic Security Analysis of Power Systems by a Sampling-Based Algorithm', 'Anomaly Detection Using Optimally-Placed Micro-PMU Sensors in Distribution Grids')",8,"('A finite element approximation for the stochastic Maxwell--Landau--Lifshitz--Gilbert system', 'Uniform Spectral Convergence of the Stochastic Galerkin Method for the Linear Semiconductor Boltzmann Equation with Random Inputs and Diffusive Scalings', 'Strong Convergence Rate of Splitting Schemes for Stochastic Nonlinear Schrödinger Equations', 'The Discrete Stochastic Galerkin Method for Hyperbolic Equations with Non-smooth and Random Coefficients')",6.0,"('Attention Solves Your TSP, Approximately', 'Short-term Memory of Deep RNN', 'Reviving and Improving Recurrent Back-Propagation')",7.0,"('Recurrent Deep Embedding Networks for Genotype Clustering and Ethnicity Prediction', 'Analysis of Extremely Obese Individuals Using Deep Learning Stacked Autoencoders and Genome-Wide Genetic Data')",7.0,"('The role of industry, occupation, and location specific knowledge in the survival of new firms', 'Aggressive Economic Incentives and Physical Activity: The Role of Choice and Technology Decision Aids', 'Assessing the state of e-Readiness for Small and Medium Companies in Mexico: a Proposed Taxonomy and Adoption Model', 'Exploring the nuances in the relationship ""culture-strategy"" for the business world', ""Geert Hofstede et al's set of national cultural dimensions - popularity and criticisms"", 'Academic Engagement and Commercialization in an Institutional Transition Environment: Evidence from Shanghai Maritime University', 'Contemporary facets of business successes among leading companies, operating in Bulgaria', 'Voting power of political parties in the Senate of Chile during the whole binomial system period: 1990-2017', 'Advertising and Brand Attitudes: Evidence from 575 Brands over Five Years', 'Shattering the glass ceiling? How the institutional context mitigates the gender gap in entrepreneurship', 'Evaluating regulatory reform of network industries: a survey of empirical models based on categorical proxies', 'Internal migration and education: A cross-national comparison')",7.0
12,"('Making Sense of Physics through Stories: High School Students Narratives about Electric Charges and Interactions', 'Value added or misattributed? A multi-institution study on the educational benefit of labs for reinforcing physics content')",5.0,"('Adaptive Model Predictive Control for High-Accuracy Trajectory Tracking in Changing Conditions', 'Model-Based Control Using Koopman Operators')",8,"('New type integral inequalities for convex functions with applications II', 'On perpetuities with gamma-like tails', 'Convexity of level lines of Martin functions and applications', 'Uniform $L^p$-improving for weighted averages on curves')",6.0,"('Adjusting for bias introduced by instrumental variable estimation in the Cox Proportional Hazards Model', 'Markov Models for Health Economic Evaluations: The R Package heemod')",7.0,"('Characterizing complex networks using Entropy-degree diagrams: unveiling changes in functional brain connectivity induced by Ayahuasca', 'The Frequent Network Neighborhood Mapping of the Human Hippocampus Shows Much More Frequent Neighbor Sets in Males Than in Females', 'Topological Brain Network Distances', 'Combined MEG and fMRI Exponential Random Graph Modeling for inferring functional Brain Connectivity', 'Brain networks reveal the effects of antipsychotic drugs on schizophrenia patients and controls')",7.0,"('Aggressive Economic Incentives and Physical Activity: The Role of Choice and Technology Decision Aids', 'Advertising and Brand Attitudes: Evidence from 575 Brands over Five Years')",6.0
13,"('SPH calculations of Mars-scale collisions: the role of the Equation of State, material rheologies, and numerical effects', 'GANDALF - Graphical Astrophysics code for N-body Dynamics And Lagrangian Fluids')",5.0,"('On Varieties of Ordered Automata', 'Timed Automata with Polynomial Delay and their Expressiveness')",8,"('Uniform Spectral Convergence of the Stochastic Galerkin Method for the Linear Semiconductor Boltzmann Equation with Random Inputs and Diffusive Scalings', 'Path-by-path regularization by noise for scalar conservation laws', 'Strong Convergence Rate of Splitting Schemes for Stochastic Nonlinear Schrödinger Equations', 'The Discrete Stochastic Galerkin Method for Hyperbolic Equations with Non-smooth and Random Coefficients')",6.0,"('Optimal Stopping for Interval Estimation in Bernoulli Trials', 'Optimal Learning for Sequential Decision Making for Expensive Cost Functions with Stochastic Binary Feedbacks')",7.0,"('Social versus Moral preferences in the Ultimatum Game: A theoretical model and an experiment', 'Can justice be fair when it is blind? How social network structures can promote or prevent the evolution of despotism')",7.0,"('Optimal portfolio selection in an Itô-Markov additive market', 'A Stochastic Control Approach to Managed Futures Portfolios')",6.0
14,"('Stationary crack propagation in a two-dimensional visco-elastic network model', 'Multiscale Modeling of Shock Wave Localization in Porous Energetic Material')",5.0,"('Trusted Multi-Party Computation and Verifiable Simulations: A Scalable Blockchain Approach', 'ZebraLancer: Crowdsource Knowledge atop Open Blockchain, Privately and Anonymously')",8,"('Criteria for the Application of Double Exponential Transformation', 'The coordination of centralised and distributed generation')",6.0,"('Robust and Efficient Boosting Method using the Conditional Risk', 'Enhanced version of AdaBoostM1 with J48 Tree learning method', 'Finding Influential Training Samples for Gradient Boosted Decision Trees')",7.0,"('Human peripheral blur is optimal for object recognition', 'Early Salient Region Selection Does Not Drive Rapid Visual Categorization', 'Towards Modeling the Interaction of Spatial-Associative Neural Network Representations for Multisensory Perception')",7.0,"('Deep Learning for Forecasting Stock Returns in the Cross-Section', 'Improving Stock Movement Prediction with Adversarial Training')",6.0
15,"('Stochastic Ratcheting on a Funneled Energy Landscape is Necessary for Highly Efficient Contractility of Actomyosin Force Dipoles', 'Stall force of a cargo driven by N interacting motor proteins')",5.0,"('Trusted Multi-Party Computation and Verifiable Simulations: A Scalable Blockchain Approach', 'ZebraLancer: Crowdsource Knowledge atop Open Blockchain, Privately and Anonymously', 'Towards a scientific blockchain framework for reproducible data analysis', 'A Logic of Blockchain Updates', 'Implementation of Smart Contracts Using Hybrid Architectures with On- and Off-Blockchain Components')",8,"('Distributive Aronszajn trees', 'Tangle-tree duality in abstract separation systems')",5.0,"('The challenge of realistic music generation: modelling raw audio at scale', 'Combinets: Creativity via Recombination of Neural Networks', 'A Generative Model for Natural Sounds Based on Latent Force Modelling')",7.0,"('Deciphering noise amplification and reduction in open chemical reaction networks', 'Stochastic Chemical Reaction Networks for Robustly Approximating Arbitrary Probability Distributions', 'Mechanism Deduction from Noisy Chemical Reaction Networks', 'Joining and decomposing reaction networks')",6.0,"('On the optimal investment-consumption and life insurance selection problem with an external stochastic factor', 'Optimal continuous-time ALM for insurers: a martingale approach')",6.0
16,"('Network of vertically c-oriented prism shaped InN nanowalls grown on c-GaN/sapphire template by chemical vapor deposition technique', 'Dynamic control of the optical emission from GaN/InGaN nanowire quantum dots by surface acoustic waves')",5.0,"('Gaussian Kernel in Quantum Paradigm', 'Moderate Deviation Analysis for Classical-Quantum Channels and Quantum Hypothesis Testing')",8,"('Mathematical Knowledge and the Role of an Observer: Ontological and epistemological aspects', 'Comparing Classical and Relativistic Kinematics in First-Order Logic')",5.0,"('A Probabilistic Disease Progression Model for Predicting Future Clinical Outcome', 'A Longitudinal Higher-Order Diagnostic Classification Model')",7.0,"('Heterogeneous inputs to central pattern generators can shape insect gaits', '3D spatial exploration by E. coli echoes motor temporal variability')",6.0,"('Exploring the Interconnectedness of Cryptocurrencies using Correlation Networks', 'Multi-channel discourse as an indicator for Bitcoin price and volume movements', 'Herding behavior in cryptocurrency markets', 'Multivariate stable distributions and their applications for modelling cryptocurrency-returns', 'The Price of BitCoin: GARCH Evidence from High Frequency Data')",6.0
17,"('Free energy of formation of a crystal nucleus in incongruent solidification: Implication for modeling the crystallization of aqueous nitric acid droplets in type 1 polar stratospheric clouds', 'Experimental evidence for Glycolaldehyde and Ethylene Glycol formation by surface hydrogenation of CO molecules under dense molecular cloud conditions')",5.0,"('Coherence for lenses and open games', 'Abstract Interpretation with Unfoldings')",8,"('Variational methods for steady-state Darcy/Fick flow in swollen and poroelastic solids', 'A fast numerical method for ideal fluid flow in domains with multiple stirrers')",5.0,"('Discontinuous Hamiltonian Monte Carlo for discrete parameters and discontinuous likelihoods', 'Weighted batch means estimators in Markov chain Monte Carlo', 'Model comparison for Gibbs random fields using noisy reversible jump Markov chain Monte Carlo', 'Stability of Conditional Sequential Monte Carlo')",7.0,"('Effects of atrial fibrillation on the arterial fluid dynamics: a modelling perspective', 'Fluid-Structure Interaction for the Classroom: Interpolation, Hearts, and Swimming!')",6.0,"('Model Risk Measurement under Wasserstein Distance', 'Time consistency for scalar multivariate risk measures', 'Multilevel nested simulation for efficient risk estimation')",6.0
18,"('General mixed multi-soliton solution to the multi-component Maccari system', 'The solution to the initial value problem for the ultradiscrete Somos-4 and 5 equations')",5.0,"('Cyber Risk Analysis of Combined Data Attacks Against Power System State Estimation', 'Smart Grids Data Analysis: A Systematic Mapping Study', 'Dynamic Security Analysis of Power Systems by a Sampling-Based Algorithm', 'Anomaly Detection Using Optimally-Placed Micro-PMU Sensors in Distribution Grids', 'Heuristic Optimization for Automated Distribution System Planning in Network Integration Studies', 'Probabilistic Assessment of PV-Battery System Impacts on LV Distribution Networks')",7,"('Banach synaptic algebras', 'On the K-theory of C*-algebras for substitution tilings (a pedestrian version)', 'Effect algebras as presheaves on finite Boolean algebras')",5.0,"('Long-Term Load Forecasting Considering Volatility Using Multiplicative Error Model', 'Univariate and Bivariate Geometric Discrete Generalized Exponential Distributions')",7.0,"('Analysis of evolutionary origins of genomic loci harboring 59,732 candidate human-specific regulatory sequences identifies genetic divergence patterns during evolution of Great Apes', 'Use of Genome Information-Based Potentials to Characterize Human Adaptation')",6.0,"(""Are Bitcoin Bubbles Predictable? Combining a Generalized Metcalfe's Law and the LPPLS Model"", 'Exploring the Interconnectedness of Cryptocurrencies using Correlation Networks', 'Multi-channel discourse as an indicator for Bitcoin price and volume movements', 'Herding behavior in cryptocurrency markets', 'The Price of BitCoin: GARCH Evidence from High Frequency Data')",6.0
19,"('Emittance preservation of an electron beam in a loaded quasi-linear plasma wakefield', 'Case Studies on Plasma Wakefield Accelerator Design', 'Efficiency versus instability in plasma accelerators')",5.0,"('Adaptive local surface refinement based on LR NURBS and its application to contact', 'Landau Collision Integral Solver with Adaptive Mesh Refinement on Emerging Architectures', 'Particle-based and Meshless Methods with Aboria')",7,"('Local methods for blocks of finite simple groups', 'Bounding the composition length of primitive permutation groups and completely reducible linear groups', 'The depth of a finite simple group')",5.0,"('Are Thousands of Samples Really Needed to Generate Robust Gene-List for Prediction of Cancer Outcome?', 'Robust Identification of Target Genes and Outliers in Triple-negative Breast Cancer Data', 'A Geometric Perspective on the Power of Principal Component Association Tests in Multiple Phenotype Studies')",7.0,"('A neural network trained to predict future video frames mimics critical properties of biological neuronal responses and perception', 'A theoretical framework for retinal computations: insights from textbook knowledge', 'Sparse Coding Predicts Optic Flow Specificities of Zebrafish Pretectal Neurons', 'A metric model for the functional architecture of the visual cortex')",6.0,"('Spatial risk measures and rate of spatial diversification', 'Health Care Expenditures, Financial Stability, and Participation in the Supplemental Nutrition Assistance Program (SNAP)', 'Investigating the configurations in cross-shareholding: a joint copula-entropy approach', 'Retirement spending and biological age', 'The effect of prudence on the optimal allocation in possibilistic and mixed models', 'Bi-Demographic Changes and Current Account using SVAR Modeling', 'Consumption smoothing in the working-class households of interwar Japan')",6.0
20,"('Introduction to Plasma Physics', 'The occurrence of transverse and longitudinal electric currents in the classical plasma under the action of N transverse electromagnetic waves')",5.0,"('Regrasping by Fixtureless Fixturing', 'Verification in Staged Tile Self-Assembly')",7,"('On noncommutative geometry of the Standard Model: fermion multiplet as internal forms', 'Towards Noncommutative Topological Quantum Field Theory: New invariants for 3-manifolds')",5.0,"('An Intersectional Definition of Fairness', 'Causal Interventions for Fairness')",6.0,"('PT-Spike: A Precise-Time-Dependent Single Spike Neuromorphic Architecture with Efficient Supervised Learning', ""Gridbot: An autonomous robot controlled by a Spiking Neural Network mimicking the brain's navigational system"", 'Analog control with two Artificial Axons')",6.0,"(""Geert Hofstede et al's set of national cultural dimensions - popularity and criticisms"", 'Advertising and Brand Attitudes: Evidence from 575 Brands over Five Years')",6.0
21,"('Spin mediated enhanced negative magnetoresistance in Ni80Fe20 and p-silicon bilayer', 'Bias voltage effects on tunneling magnetoresistance in Fe/MgAl${}_2$O${}_4$/Fe(001) junctions: Comparative study with Fe/MgO/Fe(001) junctions', 'Carrier driven coupling in ferromagnetic oxide heterostructures')",5.0,"('Heuristic Optimization for Automated Distribution System Planning in Network Integration Studies', 'Probabilistic Assessment of PV-Battery System Impacts on LV Distribution Networks')",7,"('Characterizing the impact of model error in hydrogeologic time series recovery inverse problems', 'The Cooperative Output Regulation Problem of Discrete-Time Linear Multi-Agent Systems by the Adaptive Distributed Observer')",5.0,"('Bootstrapping Exchangeable Random Graphs', 'On the Performance of a Canonical Labeling for Matching Correlated Erdős-Rényi Graphs')",6.0,"('Stochastic Chemical Reaction Networks for Robustly Approximating Arbitrary Probability Distributions', 'Mechanism Deduction from Noisy Chemical Reaction Networks')",6.0,"('International crop trade networks: The impact of shocks and cascades', 'Dimensional Analysis in Economics: A Study of the Neoclassical Economic Growth Model', 'How production networks amplify economic growth', 'Growth, Industrial Externality, Prospect Dynamics and Well-being on Markets', 'Will a Large Economy Be Stable?', 'The role of complex analysis in modeling economic growth')",5.0
22,"('A Review of Macroscopic Motion in Thermodynamic Equilibrium', 'The Peridynamic Stress Tensors and the Non-local to Local Passage')",5.0,"('A Team-Formation Algorithm for Faultline Minimization', 'A polynomial-time approximation algorithm for all-terminal network reliability', 'Pseudo-Separation for Assessment of Structural Vulnerability of a Network')",7,"('Effective Asymptotic Formulae for Multilinear Averages of Multiplicative Functions', 'Monotonicity patterns and functional inequalities for classical and generalized Wright functions', 'Summability properties of Gabor expansions', 'Exponential Bounds for the Erdős-Ginzburg-Ziv Constant')",5.0,"('Estimating functional time series by moving average model fitting', 'Identifiability and Estimation of Structural Vector Autoregressive Models for Subsampled and Mixed Frequency Time Series')",6.0,"('Characterizing complex networks using Entropy-degree diagrams: unveiling changes in functional brain connectivity induced by Ayahuasca', 'Reconfiguration of Brain Network between Resting-state and Oddball Paradigm', 'The Frequent Network Neighborhood Mapping of the Human Hippocampus Shows Much More Frequent Neighbor Sets in Males Than in Females', 'Finding influential nodes for integration in brain networks using optimal percolation theory', 'Topological Brain Network Distances', 'Controlling seizure propagation in large-scale brain networks', 'Combined MEG and fMRI Exponential Random Graph Modeling for inferring functional Brain Connectivity', 'Brain networks reveal the effects of antipsychotic drugs on schizophrenia patients and controls')",6.0,"('Failure of Smooth Pasting Principle and Nonexistence of Equilibrium Stopping Rules under Time-Inconsistency', 'Systems of ergodic BSDE arising in regime switching forward performance processes')",5.0
23,"('Unified Treatment of Spin Torques using a Coupled Magnetisation Dynamics and Three-Dimensional Spin Current Solver', 'Magnetization dynamics of weakly interacting sub-100 nm square artificial spin ices')",5.0,"('Deep Multimodal Image-Repurposing Detection', 'Siamese Network of Deep Fisher-Vector Descriptors for Image Retrieval', 'Deep Person Re-Identification with Improved Embedding and Efficient Training', 'Learning Efficient Image Representation for Person Re-Identification')",7,"('Algorithm for Optimization and Interpolation based on Hyponormality', 'Fast algorithm of adaptive Fourier series')",4.0,"('Fair Kernel Learning', 'Gradient Reversal Against Discrimination')",6.0,"('BOLD5000: A public fMRI dataset of 5000 images', 'Computational and informatics advances for reproducible data analysis in neuroimaging', 'Seemless Utilization of Heterogeneous XSede Resources to Accelerate Processing of a High Value Functional Neuroimaging Dataset', 'MEG-Derived Functional Tractography, Results for Normal and Concussed Cohorts')",6.0,"('Dynamic Clearing and Contagion in Financial Networks', 'Capital Regulation under Price Impacts and Dynamic Financial Contagion')",5.0
24,"('Near-infrared laser thermal conjunctivoplasty', 'Controlling motile disclinations in a thick nematogenic material with an electric field')",5.0,"('Speaker Diarization using Deep Recurrent Convolutional Neural Networks for Speaker Embeddings', 'Phonetic-attention scoring for deep speaker features in speaker verification')",7,"('Almost euclidean Isoperimetric Inequalities in spaces satisfying local Ricci curvature lower bounds', 'Bounds on harmonic radius and limits of manifolds with bounded Bakry-Émery Ricci curvature')",4.0,"('Analysis of Annual Cyclone Frequencies over Bay of Bengal: Effect of 2004 Indian Ocean Tsunami', 'Trends in European flood risk over the past 150 years')",6.0,"('Non-equilibrium statistical mechanics of continuous attractors', 'On the Three Properties of Stationary Populations and knotting with Non-Stationary Populations', 'Deriving mesoscopic models of collective behaviour for finite populations')",6.0,"('Asynchronous stochastic price pump', 'Optimal Timing to Trade Along a Randomized Brownian Bridge')",5.0
25,"('Searching for the Transit of the Earth--mass exoplanet Proxima~Centauri~b in Antarctica: Preliminary Result', 'Forecasting the Impact of Stellar Activity on Transiting Exoplanet Spectra', 'Centroid vetting of transiting planet candidates from the Next Generation Transit Survey', 'Likely Transiting Exocomets Detected by Kepler')",5.0,"('On Varieties of Ordered Automata', 'On the relation between representations and computability')",7,"('On nonlinear profile decompositions and scattering for a NLS-ODE model', 'A cyclic system with delay and its characteristic equation')",4.0,"('Long-Term Load Forecasting Considering Volatility Using Multiplicative Error Model', 'Future Energy Consumption Prediction Based on Grey Forecast Model')",6.0,"('Efficient algorithms to discover alterations with complementary functional association in cancer', 'Bivariate Causal Discovery and its Applications to Gene Expression and Imaging Data Analysis')",5.0,"('PROOF OF VALUE ALIENATION (PoVA) - a concept of a cryptocurrency issuance protocol', 'Economic Implications of Blockchain Platforms')",5.0
26,"('Fast non-destructive parallel readout of neutral atom registers in optical potentials', 'Asymmetric Mach-Zehnder atom interferometers', 'Improving the phase response of an atom interferometer by means of temporal pulse shaping', 'New concepts of inertial measurements with multi-species atom interferometry', 'Highly sensitive atomic based MW interferometry')",5.0,"('Typed Closure Conversion for the Calculus of Constructions', 'Representing Hybrid Automata by Action Language Modulo Theories', 'On the sharpness and the injective property of basic justification models')",7,"('The curl operator on odd-dimensional manifolds', 'Equivariant Schrödinger maps from two dimensional hyperbolic space')",4.0,"('Adversarial Examples: Opportunities and Challenges', 'Gradient Masking Causes CLEVER to Overestimate Adversarial Perturbation Size', 'On the Robustness of the CVPR 2018 White-Box Adversarial Example Defenses', 'Ensemble Methods as a Defense to Adversarial Perturbations Against Deep Neural Networks', 'Detecting Adversarial Examples via Key-based Network')",6.0,"('The Impact of Information Dissemination on Vaccinating Epidemics in Multiplex Networks', 'Spatial Models of Vector-Host Epidemics with Directed Movement of Vectors Over Long Distances')",5.0,"('Generalizing Geometric Brownian Motion', 'Transition probability of Brownian motion in the octant and its application to default modeling')",5.0
27,"('SimProp v2r4: Monte Carlo simulation code for UHECR propagation', 'Radio Frequency Interference Mitigation')",5.0,"('Attention-based Natural Language Person Retrieval', 'Speaker Diarization using Deep Recurrent Convolutional Neural Networks for Speaker Embeddings', 'Phonetic-attention scoring for deep speaker features in speaker verification')",6,"('Measurably entire functions and their growth', 'On a class of infinitely differentiable functions in ${\\mathbb R}^n$ admitting holomorphic extension in ${\\mathbb C}^n$', 'Bounding the Radius of Convergence of Analytic Functions')",4.0,"('Reconstruction from Periodic Nonlinearities, With Applications to HDR Imaging', 'Undersampled dynamic X-ray tomography with dimension reduction Kalman filter')",6.0,"('Protein Folding and Machine Learning: Fundamentals', 'Conformation Clustering of Long MD Protein Dynamics with an Adversarial Autoencoder', 'Protein Mutation Stability Ternary Classification using Neural Networks and Rigidity Analysis', 'Protein Classification using Machine Learning and Statistical Techniques: A Comparative Analysis', 'Machine learning in protein engineering')",5.0,"('Assessing the state of e-Readiness for Small and Medium Companies in Mexico: a Proposed Taxonomy and Adoption Model', 'Exploring the nuances in the relationship ""culture-strategy"" for the business world', 'Academic Engagement and Commercialization in an Institutional Transition Environment: Evidence from Shanghai Maritime University', 'Shattering the glass ceiling? How the institutional context mitigates the gender gap in entrepreneurship')",5.0
